company_name,news_date,news_header,news_story
yes bank,16-03-2020,Yes Bank co-founder Rana Kapoor's ED remand extended until March 20,"A special court here on Monday extended till March 20, the Enforcement Directorate (ED) custody of Yes Bank co-founder Rana Kapoor, arrested on money laundering charges.

The former MD and CEO of the private lender was arrested by the ED here on March 8 under provisions of the PMLA (Prevention of Money Laundering Act) as he was allegedly not cooperating in the probe related to the crisis at Yes Bank which has been placed under moratorium by the RBI.

The 62-year-old banker was initially remanded in the ED custody till March 11 which was later extended up to March 16.

As his remand ended on Monday, Kapoor was produced before special PMLA court judge P P Rajvaidya, who extended his ED custody till March 20 on a plea by the central investigating agency.

Meanwhile, Kapoor told the court he has been suffering for long from asthma and also depression.

""I just want to bring to your (court) notice that my family is providing treatment, but don't known when it will erupt,"" the veteran banker added.

The ED told the court that during Kapoor's tenure at Yes Bank, he had sanctioned Rs 202.10 crore loan to a joint venture involving the HDIL group.

A part of this loan was used by the real estate group to pay previous loans of Yes Bank, the agency said.

Earlier, the ED had saidloans worth Rs 30,000 crore were given to various entities when Kapoor was on the bank's panel.

""Of this, Rs 20,000 crore turned into bad debts,"" the agency had told the court.

The Reserve Bank of India had earlier thismonth imposed a moratorium on the capital-starved Yes Bank, capping withdrawals at Rs 50,000 per account, and superseded the board of the private sector lender with immediate effect.

The ED has accused Rana, his family members and others of laundering proceeds of crime worth Rs 4,300 crore by receiving alleged kickbacks in lieu of extending big loans through their bank that later turned NPA."
yes bank,16-03-2020,"Nomura suspends Yes Bank coverage, says damage beyond repair","Japanese brokerage firm Nomura has suspended the coverage of Yes Bank, saying the private lender was damaged beyond repair.

Though the government took over the bank to prevent a collapse and the Reserve Bank of India has come with a restructuring plan for the lender, Nomura seems unimpressed.

""While Yes Bank's going concern risk is now minimised post RBI's restructuring plan (Rs 10,000 crore of capital infusion by banks), in our view the bank is damaged beyond repair to fundamentally evaluate any business/investment case,"" the brokerage said.

Nomura says Yes Bank will remain on life support for a long time and is clearly not out of the woods, given the +10x dilution by FY21F (5x in phase-1 of the restructuring plan), significant deterioration operationally, permanent damage to its liability profile, 75 percent of shares held locked in for three years and weak capital levels (CET-1 of 7.6% post planned infusion) as well as impending stress that was yet be recognised.

Hence, the brokerage suspended its coverage of the stock.

The country's fourth largest private sector lender on March 14 reported a loss of Rs 18,564 crore in the quarter ended December 2019 compared with the profit of Rs 1,001.8 crore a year ago, dented by significant rise in bad loans and severe fall in deposit base.

It reported an operational loss of Rs 6.42 crore in Q3FY20, impacted by slippages of Rs 24,600 crore – NIMs compressed by 190bp QoQ to 1.4 percent. The bank's liability profile deteriorated sharply, with deposit book shrinking by Rs 44,000 crore QoQ and loan book by 17 percent QoQ (24 percent YoY).

""Deposit run-down will continue especially post- moratorium and with smaller balance size and lower opex levers, we expect operating profitability to be dramatically impacted,"" said the brokerage.

Asset quality also deteriorated sharply, with gross non-performing assets (NPAs) inching to 18.9 percent led by Rs 24,600 crore of slippages.

The bank did further guide towards an additional 5 percent slippages (Rs 9,000 crore) in FY21F (total GNPA of Rs 50,000 crore) against a total stress book of around Rs 75,000 crore.

""While the bank did ramp up its provision cover to 73 percent but with balance-sheet size shrinking, the left-over book will remain highly toxic, making any recovery in profitability very difficult, in our view,"" Nomura said.

With a loss of over Rs 18,000 crore, CET-1 was reduced to 0.6 percent and despite Rs 10,000 crore of capital infusion by banks as well as Rs 8,400 crore of AT-1 write down, CET-1 of 7.6 percent was weak and would require continued capital support, the brokerage said.

""We have seen no private interest so far in the bank and given the deterioration in the business, banks/RBI will have to continue to provide both liquidity and capital to the bank,"" it said.

Yes Bank expects pressures from sour loans, which led it to declare the highest loss for the December quarter, to continue even in FY21, but CEO-designate Prashant Kumar is confident of its survival after a Rs 10,000-crore capital infusion.

State Bank of India is ready to invest Rs 7,250 crore in Yes Bank, while ICICI bank, HDFC, Kotak Mahindra Bank, Bandhan Bank, Axis Bank and Federal Bank will put in Rs 3,700 crore in the cash-starved lender.

The moratorium period, which started on March 6, ends mid week and the new board will be formed within seven days.

Prabhudas Lilladher also suspended its rating on the stock after the third quarter loss. ""Deposit outflow behaviour post moratorium lifting will be important event and with statutory ratios below prescribed levels it is difficult to project any direction. Rating suspended,"" it said.

The brokerage also said though the bank had got fresh capital from other banks of Rs 10,000 crore under the reconstruction scheme but it wasn’t enough.

""The bank will need further capital infusions as some part of loans are still stressed and shrinkage in balance sheet will not keep operating profit at pace, but good part is most of the pain has been recognized with strong 72 percent PCR and hence we may see other investors support as well,"" it added.

: The above report is compiled from information available on public platforms. Moneycontrol.com advises users to check with certified experts before taking any investment decisions."
yes bank,16-03-2020,Administrator Prashant Kumar to be new CEO & MD of Yes Bank,"Prashant Kumar, who served as the administrator of Yes Bank, has now been appointed the troubled bank's new Chief Executive Officer and Managing Director under the restructuring scheme.

Kumar was the former chief financial officer and deputy managing director of the State Bank of India (SBI).

The board of directors of Yes Bank has been reconstituted, with Sunil Mehta, former non-executive Chairman of Punjab National Bank, as the non-executive chairman, the bank informed the exchanges via a release. Mahesh Krishnamurthy and Atul Bheda have been appointed to the post of non-executive directors of the bank.

SBI will have the right to nominate two directors to the board of Yes Bank. The newly-constituted board will take effect immediately after the expiry of seven calendar days from the date of cessation of the moratorium, the release noted.

The moratorium on Yes Bank will be lifted starting 6 pm on March 18. The bank said, earlier today, that it will resume its full range of services starting March 19."
yes bank,16-03-2020,Lessons from the Yes Bank saga: Eternal vigilance is the price of financial stability,"VK Vijayakumar

Yes Bank’s restructuring plan involving the capital infusion of Rs 7,250 crore by SBI, Rs 1,000 crore, each, by HDFC Bank and ICICI Bank, Rs 600 crore by Axis Bank and Rs 500 crore by Kotak Bank has come as a big relief.

Many more institutions have shown willingness to invest. The restructuring plan involving the country’s leading banks will go a long way in instilling confidence in the embattled Yes bank. However, there is a risk that depositors might flee once the caps on withdrawals are lifted. Bulk depositors should be persuaded to stay.

The restructuring of Yes Bank has to be seen in the light of failures of the NBFCs, IL&FS and DHFL and the crisis in banks like PMC Bank and PNB. It is also important to recognise the fact that during the last eight years, the government has recapitalised India’s PSU banks to the tune of Rs 3.5 lakh crore at the taxpayers’ expense. Aren’t we paying too high a price for financial failures? Who all are responsible? What lessons can we learn? These are the relevant questions.

The fact that the health of the financial system is crucial for economic growth and development needs no emphasis. Financial history is filled with examples of failures of financial institutions wreaking havoc in the real economy. That's why we have institutions for regulation and supervision, credit rating, auditing and many norms and guidelines for healthy practices. India has adopted most of these best practices. In spite of all these, why did Yes Bank fail?

What led to the crisis?

There have been serious lapses at many levels - in regulation and supervision, in auditing and in the functioning of the board. It is surprising that the abnormally high credit growth of Yes Bank relative to the growth of the industry, and the increasingly high proportion of fee income, particularly from new corporate borrowers, had escaped the attention of regulators for long. If a bank with a capital adequacy of 16.5 percent and gross NPAs of only 3.22 percent as late as March 2019, fail within a year, questions have to be raised on the quality of auditing and supervision. The Q3 FY20 loss of 18,564.2 crore, against a profit of Rs 1,000 crore during the corresponding period last year, is a reflection of failures at all levels.

Guilty should not go scot-free

Unfortunately, our experience is that financial manipulators go scot-free. This should change. A lapse in the Yes Bank episode is that Rana Kapoor could sell his stake in the bank even after he was shown the door. Many murky stories involving the promoters and the new breed of corporate borrowers are coming to light. All sorts of nexus have to be enquired and the guilty punished expeditiously. Regulators, auditors, independent directors and rating agencies have to be pro-active to pre-empt crisis. The stability of the financial system demands eternal vigilance.

(The author is Chief Investment Strategist at Geojit Financial Services)

The views and investment tips expressed by investment experts on Moneycontrol are their own and not that of the website or its management. Moneycontrol advises users to check with certified experts before taking any investment decisions."
yes bank,16-03-2020,Yes Bank: ED summons Anil Ambani,"Reliance Group Chairman Anil Ambani has been summoned by the ED in connection with its money laundering probe against Yes Bank promoter Rana Kapoor and others, officials said on Monday.

They said Ambani was asked to depose at the Enforcement Directorate office in Mumbai on Monday as his group companies are among the big entities whose loans went bad after borrowing from the crisis-hit bank.

The officials said Ambani, 60, has sought exemption from appearance on some personal grounds and he may be issued a new date.

Ambani's group companies are stated to have taken loans of about Rs 12,800 crore from the bank that turned NPAs.

Finance Minister Nirmala Sitharaman had said in a March 6 press conference that the Anil Ambani Group, Essel, ILFS, DHFL and Vodafone were among the stressed corporates Yes Bank had exposure to.

Officials said promoters of all the big companies who had taken large loans from the beleaguered bank which later turned bad are being summoned for questioning in the case to take investigation forward.

Ambani's statement will be recorded under the Prevention of Money Laundering Act (PMLA) upon deposition, they said.

Kapoor, 62, is at present in ED custody after he was arrested by the central probe agency early this month.

The ED has accused Kapoor, his family members and others of laundering ""proceeds of crime"" worth Rs 4,300 crore by receiving alleged kickbacks in lieu of extending big loans through their bank that later turned NPA."
yes bank,16-03-2020,Why investors shouldn’t say an unequivocal yes to Yes Bank,"For new investors, it is an uncertain call fraught with risks and best avoided, especially since a lot of high quality names are now available at a bargain in the ongoing correction.

@moneycontrolcom Madhuchanda Dey"
yes bank,15-03-2020,Yes Bank’s AT1 bondholders will get zilch after the hurried bailout,"With Yes Bank’s Rs 8,415 crore worth Additional Tier-1 (AT1) bond portfolio set to be written down fully, there could be rush to sell off such bonds in the market resulting in yields to spike.

AT1 securities are a type of contingent convertible bonds designed after the financial crisis to try to ensure that investors would be on the hook if a bank runs into financial stress.

“There is a possibility of this impacting the capital raising plans of other banks. Also, those holding these bonds could go for a risk reassessment leading to a rush to sell off these bonds resulting in a price fall,” said SV Sastry, MD and CEO, SBI DFHI.

After the Yes Bank reconstruction scheme was notified by the government, there was a confusion in the market on March 14 on whether these bonds will be honoured or extinguished as said in the draft reconstruction scheme made public by the Reserve Bank of India (RBI). But, Yes Bank’s RBI-appointed administrator, Prashant Kumar clarified that these bonds will be written down fully, as per the agreed reconstruction scheme.

This is because the reconstruction scheme was formed after the RBI invoked Section 45 of the Banking Regulation Act, 1949, which arises when the bank is deemed to be non-viable or approaching non-viability, enabling the write-down of certain Basel III AT1 Bonds.

“In light of the above provisions of the Basel III Circular, the Perpetual Subordinated Basel III Compliant Additional Tier I Bonds issued by the Bank for an amount of Rs 3,000 crores on December 23, 2016 and the Perpetual Subordinated Basel III Compliant Additional Tier I Bonds issued by the Bank for an amount of Rs. 5,415 crores on October 18, 2017 have been fully written down and stand extinguished with immediate effect,” Kumar informed exchanges.

The total write down of AT1 bond portfolio will make capital raising tougher for the industry. After the Yes Bank write down of AT1 bonds, private sector lender, IndusInd Bank had deferred a board meeting which was scheduled to discuss raising capital through these bonds, blaming the “current market conditions” for the deferral and said it was sufficiently capitalised.

Also read: The good, bad and the ugly of Yes Bank’s Q3 numbers, rescue fine print

Legal battle

But the dust is unlikely to settle quickly. According to media reports, investors in these bonds have already started approaching courts for resolution.

Last week, Axis Trustee representing, bondholders of Yes Bank’s AT1 bonds filed a writ petition in the Bombay High Court seeking remedy against the Reserve Bank’s decision to extinguish these bonds.

The petitioners have argued that the total write down of AT1 bonds, treating these instruments below equity is not fair. Besides Axis Trustee, Larsen & Toubro has also moved the Bombay High Court separately against the AT1 bond write down decision.

Bondholders have invested a total of nearly Rs 94,000 crore in AT1 bonds issued by Indian banks, according to rating agency ICRA. AT1 bonds, also called perpetual bonds, are considered quasi-equity instruments and are riskier than Tier 1 bonds.

Misselling to retail investors?

Not only institutions, but also retail investors who will suffer on account of the AT1 bond write down.

Retail investors, though form only a minority among the institutional investors, too have reportedly approached the RBI seeking at least their principal amount back.

According to a report in the Financial Express, at least 70 bond holders have so far written to the RBI.

They have alleged that these bonds were sold to them without making them aware of the actual risk involved in these investments, hence being tantamount to misselling. Moneycontrol could not independently verify the report."
yes bank,14-03-2020,"Yes Bank posts record Rs 18,564 crore loss for December quarter, NPAs over Rs 40,000 crore","Yes Bank, the beleaguered private lender which needed a government bailout to stay aloft, finally revealed an earnings scorecard — late in the night — which was as disastrous as was widely believed.

Losses soared significantly, deposit base wilted sharply and bad loans, or non-performing assets (NPAs) swelled drastically and its ability to absorb losses withered, all of which underscored why it was imperative for the Reserve Bank of India (RBI) to impose limits on withdrawals to prevent a run on deposits and launch a rescue act for the bank.

Yes Bank reported a loss of Rs 18,564 crore at the quarter ended December compared with a rise in profit of Rs 1001.8 crore a year ago, dragged down by a precipitous rise in bad loans and severe decline in deposit base, it said in a statement.

It posted a net loss of Rs 600.08 crore in the previous quarter.

The bank's gross NPAs shot up to 18.87 percent in the given quarter, as against 2.10 percent in the year-ago period and 7.39 percent in previous quarter.

Yes Bank's capital buffers plummeted to below regulatory mandates, its results revealed. The CET1 ratio (a measure of a bank's capacity to absorb potential losses) stood at 0.6 percent as against minimum requirement of 7.4 percent implying massive impairments.

Its net interest income, the difference between interest earned and interest expended, fell considerably by 60 percent year-on-year to Rs 1,064.78 crore, and the sequential decline was 51.23 percent.

Gross non performing assets (GNPA) stood at Rs 40,709 crore as against Rs 17,134 crore on a quarter-on-quarter basis and net NPAs were at 5.97 percent versus 4.35 percent.

The bank said it increased bad loans provisions to Rs 24,765 crore in the December quarter as against Rs 1,336 crore in the previous quarter.

A bank's mainstay, deposits, fell by Rs 44,000 crore. Yes Bank said, as on March 5, its deposits stood Rs 1.37 lakh crore, down from Rs 2.09 lakh crore.

The bank's operating loss for the quarter stood at Rs 6.42 crore, against profit of Rs 1,990.36 crore in the year-ago period, while the non-interest income (other income) dropped to Rs 625.66 crore in Q3FY20, from Rs 890.87 crore YoY.

The downbeat performance comes after the RBI rescue plan was followed by India's largest private banks, including State Bank Of India, joining hands to keep Yes aloft. Yes was billed as one of the brightest stars on the Indian banking horizon.

The 16-year old bank said it was “made aware” of anonymous whistleblower complaints against irregularities in operations and conflict of interest against former MD and CEO Rana Kapoor in September 2018. Authorities have launched investigations against Kapoor, who was detained and faces several charges, including a case of money laundering, registered against him

Yes said it conducted an internal enquiry supervised by its board and the report reviewed by Board in November 2018. The bank said it then engaged an external firm to independently examine the matter in December 2018. The bank received two reports since.

Much of Yes’ troubles seed from the reckless lending by Kappor, according to multiple banking analysts and experts Moneycontrol spoke to.

Earlier in the day, the central government appointed former SBI banker Prashant Kumar as the new Chief Executive Officer of the financially troubled Yes Bank.

Accordingly, the former Chief Financial Officer and Deputy Managing Director of State Bank of India (SBI) will take over his new responsibilities once the moratorium on the stressed lender is lifted on Wednesday, a Finance Ministry notification said.

At present, office of the Administrator appointed by the RBI has taken the charge of the bank till the date of moratorium cessation.

Apart from Kumar, Sunil Mehta, former Non-Executive Chairman of Punjab National Bank will take over as the Non-Executive Chairman of Yes Bank.

Other board members include Mahesh Krishnamurthy and Atul Bheda, both as Non-Executive Directors.

(With agency inputs)"
yes bank,14-03-2020,"Yes Bank's Rs 3,700cr booster shot | Should one buy the stock now?","Yes Bank has rallied more than 300 percent after hitting a low of Rs 5.55 on March 6. The cash-strapped lender received a Rs 3,700 crore booster shot from five financial institutions along with State Bank of India (SBI). The move is likely to calm the frayed nerves of investors and depositors.

The Cabinet on March 13 approved Yes Bank Reconstruction Scheme 2020, with a higher authorised capital of Rs 6,200 crore as against Rs 5,000 crore as per RBI Draft Reconstruction Scheme 2020.

As per the contours of the scheme, ICICI Bank (Rs 1,000 crore), Axis Bank (Rs 600 crore), Kotak Mahindra Bank (Rs 500 crore), Bandhan Bank (Rs 300 crore), Federal Bank (Rs 300 crore) and HDFC (Rs 1,000 crore) will infuse Rs 3,700 crore as equity into the crisis-hit Yes Bank. State Bank of India will invest Rs 7,250 crore for up to 26 percent stake with a lock-in of three years as against the earlier envisaged 49 percent stake.

It also announced the lifting of the moratorium by 6 pm on March 18 (from April 3 earlier), the third working day after the reconstruction scheme comes into force.

So, has the private sector lender turned a corner and more importantly has become an investment play? Market experts don't think so. They cited asset quality concerns, which could play spoilsport in the future. At best, they see it as a good trading play.

“The current moratorium on deposit withdrawal and capital infusion are just the first steps toward the revival of Yes Bank,"" Emkay Global said in a recent report, maintaining its sell call on the private sector lender. The brokerage sees many more such steps for a 'sustainable long term revival' of the bank to 'survive and thrive independently'.

Ajit Mishra, V-P Research, Religare Broking, too echoed the concern raised by Emkay. Mishra went a step further and advises investors to 'avoid' investing, especially when there are 'a list of quality banking names available at a good bargain'.

: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions."
yes bank,14-03-2020,"Yes Bank: Rescue plan takes effect, withdrawal limit to go in '3 working days'","The government notified a rescue plan for Yes Bank, led by State Bank of India (SBI) and joined by other lenders, as it looked to shield the banking sector from a widespread crisis.

The so-called reconstruction scheme, cleared by the Union Cabinet, took effect on March 13. The Reserve Bank of India's (RBI) moratorium, imposing limits on withdrawals to prevent a run on deposits will be lifted in three working days, according to the notification.

""Moratorium on the bank to be lifted on the third working day at 18.00 hours (6 pm) from date of commencement of the scheme,"" it stated.

It has appointed Prashant Kumar as the CEO and MD of the reconstructed Yes Bank. Kumar is the former CFO and Deputy MD of State Bank of India (SBI) and was appointed Administrator to the troubled lender by the Reserve Bank of India (RBI).

He will vacate office as Administrator within seven calendar days from cessation of the moratorium.

Former Non-Executive Chairman of Punjab National Bank Sunil Mehta is appointed as Non- Executive Chairman. Mahesh Krishnamurthy and Atul Bheda are Non-Executive Directors. The new board is also to be formed within seven days from cessation of the moratorium.

Further, the notification states ""the investor bank (SBI) shall nominate two more officers as Directors to the new board and the RBI may appoint one or more additional directors as necessary.”

The new board may co-opt more directors to it as permitted under Articles of Associated. Members of the board, except additional directors, are to continue in office for one year or until an alternate board is constituted by the reconstructed bank.

Shareholding pattern

Existing shareholders holding over 100 shares in Yes Bank are subject to a three-year 'lock-in' for 75 percent of their investment.

The authorised share capital is to be altered to Rs 6,200 crore and the number of equity shares is to be altered to Rs 3,000 crore of Rs 2 each. The authorised preference share capital will continue to be Rs 200 crore. Investors are to be allotted shares on the reconstructed bank at Rs 10/share: per the notification.

For primary investor SBI, the post-infusion equity capital is “not be less than 26 percent and not more than 49 percent of total equity.” It is also to “not reduce its equity stake below 26 percent before completion of three years.”

The notification states that an investor, other than the investor bank (SBI), “may exercise voting rights to the extent of its shareholding, or 9 percent of the total voting rights of all the shareholders of the reconstructed bank, or as may be decided by the RBI—whichever is lower.”

Investors deemed ‘fit and proper’ to hold voting rights in excess of 9 percent by the RBI may be permitted to “exercise voting rights to the extent of its shareholding or up to 15 percent of the total voting rights of all equity shareholders of the reconstructed bank—whichever is less.”

Non-SBI investors also have a three-year ‘lock-in’ for 75 percent of their investment.

Also Read: ICICI Bank, Axis Bank, HDFC and Kotak Mahindra Bank to invest total Rs 3,100cr in Yes Bank

Investor bank and the investors are to be treated as ""public shareholders"" of the reconstructed bank for five years. They will “not be liable to pay capital gains tax for any deemed profits or gains on account of the subscription.”

Rights & liabilities of new board

The notification also clarified that ""all existing contracts, agreements, etc., will continue as before the reconstruction scheme. The deposits and liabilities, liabilities and obligations of creditors will also continue as before.""

""All employees to continue to be employees of the reconstructed bank on the same terms and conditions for a minimum of a year,"" it stated, adding that the board of directors may discontinue services of key managerial personnel ""as deemed necessary"".

The lifting of the moratorium is in line with what Finance Minister Nirmala Sitharaman had stated on March 13 in regards to the moratorium on Yes Bank.

The notification has to this effect stated: ""The order of moratorium on the reconstructed bank issued by the Government of India in the Ministry of Finance, Department of Financial Services dated March 5, 2020, shall cease to have an effect."""
yes bank,13-03-2020,Yes Bank crisis | FM Sitharaman says moratorium will be lifted within 3 days of notification of scheme,"The Cabinet on March 13 approved the restructuring scheme for Yes Bank.

""The notification shall come out and the moratorium shall cease on the third working day from the date of the notification, at 18:00 hours,"" the Finance Minister said

State Bank of India (SBI) will invest up to 49 percent equity in Yes Bank with a lock-in period of three years and other investors are also being invited, she said.

Also Read | ICICI Bank to invest Rs 1,000 cr in Yes Bank via equity

Sitharaman said that the Reserve Bank of India is also engaging to bring other investors on board.

""They would need to maintain at least 75 percent of their investments for a minimum of three years,"" Sitharaman said.

A new board will be constituted within seven days and at least two directors from SBI will also be a part of it.

The authorised capital itself of Yes Bank is being raised from Rs 1,100 crore to Rs 6,200 crore in order to accommodate immediate and subsequent capital raising requirement, Sitharaman said.

Also Read | Cabinet approves reconstruction scheme for Yes Bank: FM Sitharaman

She said that all the existing employees of Yes Bank employees would be retained as part of the deal.

The Cabinet also approved a scheme for reimbursement of taxes and duties to exporters to give a boost to outbound shipments.

The reimbursement of taxes such as duty on power charges, VAT on fuel in transportation, farm sector, captive power generation, mandi tax, stamp duty and central excise duty on fuel used in transportation is expected to make Indian products competitive in global markets.

The sectors and products under the remission of duties and taxes on export products (RoDTEP) will be notified in a phased manner and the MEIS benefit for those sectors and items will be withdrawn."
yes bank,13-03-2020,Yes Bank crisis | Will there now be any takers for PSB privatisation?,"Yes Bank was the second failure of a new age private sector lender in the post-liberalisation era. After its collapse, there is a question mark on the future course of bank privatisation. The argument that private banks are more efficient than their state-run counterparts and private investors are guarantors of good corporate governance is open to debate.

Last week, the government approved a bail-out deal led by State Bank of India (SBI) after Yes Bank failed to raise survival capital. The bank collapsed after being hit by an alleged promoter fraud and careless lending. About two years ago, there was a similar quid-pro-case in ICICI Bank too.

Yes Bank has been trying to raise at least Rs 10,000 crore from prospective investors for months, but failed to do so. The bank’s stressed asset levels, estimated anywhere between Rs 30,000 crore and Rs 55,000 crore, and a series of corporate governance issues, repelled investors.

Rana Kapoor, the bank’s co-founder and promoter, is being investigated on charges of accepting 'kickbacks' against Yes Bank loans. The case has parallels with the 2018 ICICI Bank case with respect to a dubious loan deal involving Chanda Kochhar and Videocon Group’s Venugopal Dhoot.

“There is a case for a re-look (at the privatisation agenda),” said a former executive director of IDBI Bank.

Pros and cons

There is a long standing clamour for privatisation of PSU banks from experts. Nearly 60 percent of assets in the Indian banking system is still under the control of state-run banks, leading to indirect government control over their operations.

When the Narendra Modi government came to power in 2014, the Prime Minister’s statement that ‘government has no business to be in business’ was seen as a precursor to the privatisation drive. But this promise has largely remained on the paper.

The consolidation exercise has been confined to mergers among weak state-run banks (the government, last year, merged 10 public sector banks in one go into four to build size) and Life Insurance Corporation of India’s takeover of bad loan ridden IDBI Bank early last year.

Those arguing in favour of privatisation have always pointed at the efficient running of private banks vis-à-vis their public peers and better professional management.

""PSB reforms remain very important,"" said Arundhati Bhattacharya, former Chairman of SBI when asked whether PSB privatisation should be re-looked at in the context of the Yes Bank crisis.

In May 2014, an RBI-appointed panel had recommended privatisation of PSBs and governance reforms. The panel, headed by former Axis Bank Chairman PJ Nayak had suggested privatisation, citing the low productivity and asset quality issues of state-run banks.

""The government should trim its holding in banks to less than 50 percent to make sure a level-playing field for state-run banks on vigilance enforcement, employee compensation and the applicability of the right to information,"" the panel said.

When the panel's recommendations came out, total gross non-performing assets (NPAs) of banking system was Rs 2.4 lakh crore. This chunk has swelled to Rs 9 lakh crore as of December 2019. The ratio of PSU bank NPAs to total bad loan stock has remained at a much higher level compared with private banks.

At the end of December, about 80 percent of bank NPAs are on the books of state-run banks. The government’s burden on capitalising PSU banks ever year has been immense. At this juncture, there is Rs 7.16 lakh crore NPAs on PSB books, while the same for private banks stands at Rs 1.81 lakh crore.

As per Economic Survey 2020, the government has invested Rs 430,000 crore in PSU banks. “In 2019, every rupee of taxpayer money invested in PSBs, on average, lost 23 paise. In contrast, every rupee of investor money invested in 'new private banks' (NPBs) — licensed after India’s 1991 liberalisation — on average gained 9.6 paise.”

The Yes Bank episode raises a big question mark on this assumption.

Not every bank is a Yes Bank

Banking sector experts told Moneycontrol that bad events in one or two private banks do not make the idea of privatisation totally redundant. “The failure of governance in some private banks does not mean that privatisation on PSBs is a bad idea because we all know that they have too much government interference (there are arguments to say that if the government is the owner it can intervene) and governance systems are weak,” said Madan Sabnavis, Chief Economist, at CARE Ratings.

But former RBI Governor Raghuram Rajan was of the view that privatisation alone won’t solve the problems of the sector, saying that even private lenders are not immune to the problem of bad assets in a slowing economy. This is true if one looks at the latest NPA figures of leading private banks. In Q3, most private lenders had reported a spike in their NPA levels hit by a slowing economy.

Experts point out examples of well-run private sector banks that have consistently performed better than PSBs. “In terms of performance indicators, private banks have fared better than PSBs. But then when we talk of privatisation, it has to be a complete release of the government and PSBs being allowed to work on their own in terms of people, compensation, decisions, etc. Partial disinvestment just to earn revenue or increase capital is not the answer,” Sabnavis said.

Bank privatisation, as the Nayak panel proposed, has long-term merits. But the corporate governance mess at Yes Bank and ICICI Bank show that merely changing ownership to private hands may not be enough to improve efficiency in the operations of state-run banks. These banks will require fundamental governance reforms and well laid out regulations to adhere to good corporate governance practices."
yes bank,13-03-2020,Cabinet approves reconstruction scheme for Yes Bank: FM Sitharaman,"Union Finance Minister Nirmala Sitharaman on March 13 said that the Cabinet has approved the Reserve Bank of India's (RBI) reconstruction scheme for Yes Bank.

The decision keeps at its core depositors' interest, providing stability to Yes Bank and keeping a stable financial banking system, she said.

FM Sitharaman said that the State Bank of India (SBI) will invest 49 percent of equity in Yes Bank, adding that other investors are also being invited.

The State Bank of India (SBI)will have a lock-in period of three years for up to only 26 percent of the 49 percent of its stake in Yes Bank. For the rest of the investors, the three-year lock-in will be applicable for 75 percent of their investment in the private lender.

Also Read | ICICI Bank to invest Rs 1,000cr in Yes Bank via equity

The authorised capital itself of Yes Bank is being raised from Rs 1,100 crore to Rs 6,200 crore in order to accommodate immediate and subsequent capital raising requirement, the FM noted.

Within three days of the notification of the scheme the moratorium placed on Yes Bank will be lifted, the finance minister said. Further, a new board will be constituted within seven days and at least two directors from SBI will also be a part of it."
yes bank,13-03-2020,"Action on Yes Bank a welcome step: Ridham Desai, Morgan Stanley","The foreign institutional investors (FIIs) are facing redemptions, so they are selling. They are adjusting their portfolios and are selling what can be sold, said Ridham Desai, head of India equity research & India equity strategist at Morgan Stanley.

High quality stocks are falling and are getting hit the most because they are the ones that can be sold the most, he added.

""Domestic investors have put a lot of cash to work; a month ago they had a fairly high cash balance and even though the February flows were strong I suspect a lot of that cash is now into the market. What they are looking at is whether they need to make changes in their allocations to reflect the pricing and the fundamental environment,"" he said in an interview with CNBC-TV18.

""We are now at levels where if somebody wants to engage in stocks with a 12-month view, the outcome will be good. Yes, there could be more downside in the next month or two months but if I look out 12 months, it will be good,"" added Desai.

According to him, it is difficult to call the bottom in our markets but must start deploying cash.

When asked about global demand and supply shock, Desai said: ""Nobody knows how bad this coronavirus spread can get. We have not yet figured how to cure this. What is happening right now is just a prevention. It’s coming a little late in several parts of the world and China showed the way several days ago that you have to aggressively quarantine people and stop the spread.""

On the Yes Bank front, he mentioned that the action on Yes Bank is a welcome step and policy makers have done a good job.

""I think the financing for NBFCs, which had frozen and available only for the top rates NBFCs, will open up a bit and they will get much better liquidity conditions. This would have happened in ordinary circumstance but spreading of the virus has masked the positive actions around Yes Bank and the financial system,"" he further added.

Speaking about specific sectors, he said that a lot of good quality businesses are trading at very attractive levels.

""I am certainly avoiding global exposures right now. The virus brings greater global growth risk than domestic growth risk. So it’s possible that India’s own growth rate outperforms the world and therefore, global materials or IT are businesses that could be avoided for now until the dust settles especially on the Western hemisphere,"" Desai added.

Source: CNBC-TV18"
